Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2)
2.703312292,-0.237742562,1.050810215,1.749423773,2.054557658
2.713352292,-0.95675607,0.431004478,-1.044208635,1.480377895
2.723362292,-0.353127935,0.367474115,1.036984985,1.155454206
2.733372292,-0.057641888,0.427426713,1.049520831,1.134685047
2.743382292,-0.625209294,-0.073024561,-0.551954938,0.837181881
2.753391292,0.034999679,-0.331399791,-0.32145185,0.463014137
2.763401292,0.849467776,-0.63427818,1.026330189,1.475553444
2.773411292,0.000317833,-0.534218067,-1.131115217,1.25092393
2.783421292,0.024929238,-0.197644514,-0.377476362,0.426817554
2.793430292,-0.746982092,-0.384265637,0.121380011,0.848749334
2.803440292,-0.507672147,-0.478508135,0.527438148,0.874581068
2.813450292,0.186008226,-0.314252539,-0.646138964,0.742192212
2.823460292,0.428235237,0.072237087,-0.833828155,0.940145205
2.833500292,-0.18593868,-0.695625631,1.341801506,1.52279332
2.843510292,-0.432797015,-0.644218666,-1.073017282,1.324272265
2.853519292,0.544973436,-0.340575534,-0.849009281,1.064802563
2.863529292,0.061764358,-0.895803378,1.038795283,1.373089279
2.873539292,-0.294807185,-0.6882702,-0.340576338,0.822568773
2.883549292,-0.688088205,-0.247482598,-1.359786372,1.543933934
2.893559292,0.164298391,-0.47810497,0.884371487,1.018671316
2.90359275,-0.323639768,-0.097599019,-0.993654778,1.049579957
2.91360275,-0.312078581,-0.265553418,-0.14994249,0.436342078
2.92361275,-0.108318501,-0.326939096,0.541318268,0.641597645
2.93362275,-0.171534211,-0.032319461,-0.977924014,0.993380043
2.94363175,-0.208696665,-0.028976535,0.319654416,0.382848381
2.95367275,-0.5426355,-0.128040355,-0.3704024,0.669362052
2.96368175,-0.128952484,0.087374797,-0.373337703,0.404529528
2.97369175,-0.458650443,-0.152580096,0.267363351,0.552380372
2.98370175,-0.071276554,-0.00861843,-0.282626338,0.291602934
2.99371175,-0.300362697,0.051240686,-0.565846753,0.642670916
3.00372075,-0.372005999,0.075307314,0.373341211,0.532393947
3.01373075,0.122273977,0.018540059,-0.471890768,0.487827384
3.02374075,0.06506608,-0.169357877,0.079557801,0.198103834
3.03375075,-0.09694837,-0.023066462,-0.387019018,0.399643301
3.04376075,-0.369739692,0.097556335,0.070282947,0.388798625
3.05376975,-0.413821631,0.228469573,-0.217863162,0.520491158
3.06381075,-0.256079906,0.482323663,-0.084810355,0.55263535
3.07381975,-0.351574147,0.620446591,-0.122917829,0.723648496
3.08382975,-0.021046523,0.656840246,-0.08688904,0.6628965
3.09383975,-0.00079862,0.630841113,-0.139045619,0.645983616
3.10384975,-0.232000962,0.554460762,-0.10466633,0.610087063
3.11385875,-0.248111284,0.508255407,-0.181642,0.59403416
3.12386875,-0.256137336,0.462186364,-0.154631957,0.55057571
3.13387875,-0.126985079,0.493489506,-0.165203138,0.535676376
3.14388875,-0.266520621,0.771628033,0.072236502,0.819549373
3.15389775,-0.285598807,0.836372205,-0.128892514,0.893139644
3.16390775,-0.114656097,0.660146773,-0.173846492,0.692215563
3.17391775,-0.347420175,0.539621479,-0.153495258,0.659888561
3.18395775,-0.213889102,0.513752301,-0.162552595,0.57975281
