Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2)
2.723390458,-0.073771803,-0.127171769,-0.423767014,0.448545895
2.733400458,-0.049454736,-0.025906336,0.184418258,0.192683686
2.743410458,-0.031822567,0.030565927,-0.88208698,0.883189895
2.753419458,0.175580045,0.14387446,-0.580138518,0.622967826
2.763429458,-0.243204958,0.195681658,0.184763244,0.362736019
2.773439458,0.118906803,0.150468557,-0.279250156,0.338762843
2.783449458,-0.237188612,0.351365913,-1.19708058,1.269928485
2.793459458,-0.390511377,0.411376764,0.089812648,0.57427893
2.803468458,0.308197381,0.066007002,0.390663003,0.501956305
2.813493958,0.06231036,0.027789194,0.459512798,0.464550139
2.823503958,-0.085545231,-0.054206992,-0.291425228,0.308520742
2.833543958,-0.099226044,-0.055138874,-0.623609642,0.63385731
2.843553958,-0.472153053,-0.070312444,0.025136011,0.478021091
2.853563958,-0.060283418,-0.035665348,0.853951932,0.856819707
2.863572958,-0.063706849,-0.081972801,-0.090340651,0.137620987
2.873582958,-0.228462666,-0.060293651,-0.460122077,0.517245435
2.883592958,0.109874472,-0.162009206,0.609747648,0.640399545
2.893602958,0.283491635,-0.447162711,0.302980496,0.610015719
2.903611958,-0.111165272,-0.39069085,0.033948934,0.407614509
2.913621958,0.193713431,-0.451666638,0.445401127,0.663256971
2.923631958,0.308265282,-0.290970388,-0.471867964,0.634311143
2.933641958,-0.042814647,-0.485307424,0.133181446,0.505068003
2.943651958,-0.424175077,-0.686144079,0.506848932,0.952687794
2.953691958,0.089304506,-0.160388614,-0.12931936,0.224551329
2.963701958,0.462002981,-0.005688619,-0.676868421,0.819530338
2.973710958,0.015798007,-0.249784903,-0.208440959,0.325714151
2.983720958,0.016506397,-0.062781303,-0.320550209,0.327057166
2.993730958,0.141548739,0.020986292,-0.182116209,0.231609118
3.003740958,0.097917199,-0.309124092,0.647178599,0.723868511
3.013749958,0.365110232,-0.247481886,-0.460730188,0.637828403
3.023759958,0.278020121,-0.205384893,-0.779146163,0.852377197
3.033769958,-0.340537308,-0.521750086,0.551234561,0.831894435
3.043779958,-0.140600448,-0.458462638,0.215309683,0.525656481
3.053788958,0.362112584,-0.168346108,-0.826081179,0.917538037
3.063829958,0.22897554,-0.075711333,-0.319426959,0.400244408
3.073838958,0.453022096,0.15285465,-0.324156772,0.577642776
3.083848958,0.431549293,0.183524603,0.412262617,0.624400943
3.093858958,0.212706557,0.953115009,-0.882909683,1.316511226
3.103868958,-0.1046677,1.063105959,0.206939394,1.088105473
3.113878958,0.013142339,0.918309531,-0.183229519,0.936503162
3.123887958,0.277340035,0.760249863,-1.259306649,1.496913687
3.133897958,-0.444004958,0.158372092,0.166722245,0.500018429
3.143907958,-0.921988233,-0.09558395,-0.792590666,1.219589504
3.153917958,-0.633574979,-0.242228656,-0.294668679,0.739541484
3.163926958,-0.150221539,-0.122380716,-0.613989803,0.643837735
3.173936958,-0.077728929,-0.043137007,-0.505330995,0.513090637
3.183976958,-0.068481242,-0.204321047,0.236219911,0.319744612
3.193986958,0.297641111,0.017452344,-1.178314526,1.215450508
3.203996958,-0.047849529,0.28526822,0.039162312,0.291892482
3.214006958,-0.350500159,0.362772259,-0.220032479,0.550334776
3.224015958,-0.033401329,0.254002756,-0.255311655,0.361686452
3.234025958,0.204022364,0.237185761,-0.196512054,0.369457979
3.244035958,0.203226558,0.170207989,-0.554754585,0.614836924
3.254045958,0.151293672,-0.25401456,0.795659285,0.84881498
3.264055958,-0.194794343,-0.278128477,0.137339986,0.366282074
3.274064958,-0.525459377,-0.147733658,-1.179956424,1.300088441
3.284074958,0.165179877,-0.077824001,0.778580738,0.799705528
3.294084958,0.191058758,0.10967246,1.024630988,1.048045876
3.304124958,-0.295378805,0.262094864,-0.48883366,0.628411253
3.314134958,-0.428598166,0.474580707,0.007514257,0.639515207
3.324144958,0.113494401,0.068398212,1.459372641,1.465376334
3.334153958,-0.111214206,0.475692007,-0.401873869,0.632577341
3.344163958,0.290821083,0.365989361,-0.005287052,0.467496596
3.354173958,0.103945002,0.087610732,0.48123228,0.500064707
3.364183958,-0.209314241,0.516796361,-0.420928191,0.698621122
3.374192958,-0.18407234,0.163534288,0.608026228,0.655989317
3.384202958,0.160074143,0.257987834,-0.215066439,0.372068578
