Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2)
1.892398333,-0.016389015,1.16340208,-0.297377694,1.200919019
1.902408333,-0.060207062,1.480372916,-0.459849012,1.551318786
1.912418333,0.196006983,1.641765716,-0.307102198,1.681703054
1.922428333,0.139172412,1.639012554,-0.334798704,1.678636734
1.932437333,-0.632357735,1.74548889,-0.394099996,1.897873172
1.942447333,0.558800566,2.057769382,-0.121195239,2.135734344
1.952488333,0.340392516,2.241414346,-1.07432238,2.508779367
1.962497333,-0.913620502,1.802753596,-0.259533929,2.037640992
1.972507333,0.724473016,2.051422814,-0.316330858,2.198468086
1.982517333,-0.126155185,2.357310984,-0.189031711,2.368240527
1.992527333,-0.189012543,2.800195616,-0.650752417,2.881024112
2.002536333,0.487600775,2.889699823,-0.288077697,2.944674573
2.012546333,0.622649164,2.692875235,-0.446739555,2.799793786
2.022556333,1.179148997,2.81134304,-0.753851693,3.140435387
2.032566333,-0.557651698,2.596035111,-0.09794554,2.657059849
2.042575333,-0.835484598,2.615398458,-0.627502719,2.81639899
2.052616333,-0.152720831,3.05653638,-0.755751454,3.152284657
2.062625333,0.069932188,3.326523669,-0.116789947,3.329307755
2.072635333,0.253244755,3.119606203,-0.062976267,3.130501841
2.082645333,0.862564588,2.760379001,-1.248119171,3.149843069
2.092655333,0.293420152,3.080951722,-0.453152781,3.127891676
2.102665333,-0.046077594,3.400058546,-0.105121828,3.401995276
2.112674333,-0.579303024,3.024057144,-0.302109261,3.093829926
2.122684333,0.005127104,2.789595491,-0.219616157,2.798231682
2.132694333,-0.05231471,2.588562369,-0.96337848,2.76251517
2.142704333,0.817119736,2.957299483,0.083180151,3.069238315
2.152713333,-0.503786964,3.16718295,-0.209770031,3.213853234
2.162754333,-0.800556621,2.478580921,0.030258756,2.604835863
2.172763333,1.491319488,2.358218472,-1.37776656,3.111827256
2.182773333,3.73286715,2.76628615,-0.003011316,4.646143056
2.192783333,0.55219577,2.251384433,-2.266342195,3.241906689
2.202793333,-1.950030194,1.959970168,2.957909932,4.048867988
2.212802333,0.310063922,1.258075225,-1.46254534,1.95395286
2.222812333,1.034834964,0.421204033,-0.985390323,1.489728274
2.232822333,0.904820808,-0.548703448,0.058719494,1.059822696
2.242832333,0.057751834,-0.468606534,0.294052967,0.55623242
2.252842333,0.472807575,-0.707222926,1.447145528,1.678672526
2.262851333,0.098548169,-0.674089971,-2.861720896,2.941692628
2.272892333,-0.141157341,-0.345155,2.767350343,2.792361956
2.282901333,-0.52402659,-0.66028908,-0.168019157,0.859544049
2.292911333,-0.305077526,-0.990863171,-2.844599079,3.027643645
